day,method,n,log_loss,brier,ece,clicks
5,expanding,3835892,0.4260198674054984,0.13493332571128525,0.010623747650576509,702156
5,best_fixed_window,3835892,0.42476973531619966,0.1344295130118851,0.0070788390288414015,702156
5,arw,3835892,0.42476973531619966,0.1344295130118851,0.0070788390288414015,702156
5,adamoe,3835892,0.4252564089306601,0.1346590219924543,0.010548121639335583,702156
5,ops,3835892,0.42515752906563137,0.13464147294707882,0.009834148634383462,702156
5,amgtp_only,3835892,0.42523083372515635,0.1346525304848602,0.010522844660727846,702156
5,expanding_apops,3835892,0.42589292451726013,0.1349127030906275,0.00967160418794455,702156
5,ttam,3835892,0.42508230040618933,0.13462180300574716,0.009386819173726399,702156
6,expanding,3225010,0.41867385011855646,0.13260118770259963,0.00854035322436023,585643
6,best_fixed_window,3225010,0.41752794818324435,0.13212352440083497,0.014311483691757205,585643
6,arw,3225010,0.41752794818324435,0.13212352440083497,0.014311483691757205,585643
6,adamoe,3225010,0.417542277275956,0.13221723745945646,0.008331946464244261,585643
6,ops,3225010,0.417254188492053,0.13215353666287818,0.007832018416509086,585643
6,amgtp_only,3225010,0.417448985210809,0.13218733445092432,0.008246991358059026,585643
6,expanding_apops,3225010,0.41845178103301367,0.13254649312819838,0.008197719214471355,585643
6,ttam,3225010,0.4169989447320165,0.1320875065603011,0.007486055406282729,585643
7,expanding,5287222,0.3739301244808971,0.11505836225997051,0.012423936204021319,804622
7,best_fixed_window,5287222,0.3766641209947613,0.11562799464750342,0.01580824102126969,804622
7,arw,5287222,0.3766641209947613,0.11562799464750342,0.01580824102126969,804622
7,adamoe,5287222,0.37381297133699026,0.11494064580968909,0.014647352770221934,804622
7,ops,5287222,0.3730117371326389,0.11485271003429916,0.012205918960340043,804622
7,amgtp_only,5287222,0.37385906623111564,0.1149425075288069,0.014547675439408072,804622
7,expanding_apops,5287222,0.37320687929162705,0.11498174853177376,0.010592687014560974,804622
7,ttam,5287222,0.3728211541808964,0.11482664451171364,0.011062008276361054,804622
8,expanding,3832608,0.38560201528723065,0.11893491745638136,0.009614897211338515,600041
8,best_fixed_window,3832608,0.38556430017847343,0.11892680594263855,0.009862660756542725,600041
8,arw,3832608,0.3860440691853505,0.1191061547646193,0.009246156523740156,600041
8,adamoe,3832608,0.3851488464845115,0.1188398192931251,0.009852019021385067,600041
8,ops,3832608,0.3848923314717454,0.11882666870107533,0.008455445623837819,600041
8,amgtp_only,3832608,0.38514621357169754,0.11884035504751296,0.009877567590465859,600041
8,expanding_apops,3832608,0.3852305371936357,0.11889829404451156,0.006621045329880731,600041
8,ttam,3832608,0.38467758941524516,0.11879177206034892,0.005014013934436437,600041
9,expanding,4218938,0.40650226095629355,0.1264685912959104,0.010614725216109669,714185
9,best_fixed_window,4218938,0.40661864889828225,0.12651574471711174,0.010857551303919829,714185
9,arw,4218938,0.406466677451434,0.12644098066656326,0.016741034453106932,714185
9,adamoe,4218938,0.40580267904637884,0.12630536153056818,0.012302818937373243,714185
9,ops,4218938,0.4054862490508911,0.12626408295011968,0.01054830744926407,714185
9,amgtp_only,4218938,0.40577021932930507,0.12630440232287482,0.012310970000959216,714185
9,expanding_apops,4218938,0.4061530402221628,0.1263900583449318,0.008760301990696249,714185
9,ttam,4218938,0.40515595850096103,0.12621083853099022,0.008614016925193911,714185
