method,day,gate_move_l1,pi_expanding,pi_rolling_1,pi_rolling_3,pi_rolling_7,pi_rolling_14,h_eff,pi_m2,pi_m5b,pi_m5b_hs
adamoe,4,,0.2,0.2,0.2,0.2,0.2,17.0,,,
adamoe,5,0.013682545711319938,0.20226492263683193,0.19315872714434015,0.20004650494516432,0.20226492263683193,0.20226492263683193,17.176756975563222,,,
adamoe,6,0.007962320363816805,0.20346408148310485,0.1891775669624316,0.20043018858825382,0.20346408148310485,0.20346408148310485,17.271058732858684,,,
adamoe,7,0.0016361964570463516,0.20373678089261255,0.1888103195528466,0.19997933776931553,0.20373678089261255,0.20373678089261255,17.29142758516241,,,
adamoe,8,0.007527125735531881,0.2049913018485346,0.1854909641448091,0.1995351303095873,0.2049913018485346,0.2049913018485346,17.388391804804872,,,
adamoe,9,0.0018183427381155692,0.20541578762214469,0.1852744787394968,0.19884244434584186,0.20505150167037223,0.20541578762214469,17.417930607508335,,,
adamoe,10,0.0009836540576589614,0.20546067531044104,0.18562791672723106,0.1988910580103444,0.2045596746415428,0.20546067531044104,17.4183087862217,,,
adamoe,11,0.002404903074994358,0.20606190107918962,0.18513575939480342,0.19843235969821316,0.20430807874860446,0.20606190107918962,17.459170069589707,,,
adamoe,12,0.002019877926021152,0.20656687056069484,0.1850579227101301,0.19774138494636717,0.20406695122211305,0.20656687056069484,17.492699157595442,,,
adamoe,13,0.0022700688937446756,0.20599935333725855,0.18514623286178686,0.19870829116715027,0.2041467692965453,0.20599935333725855,17.45425063839619,,,
adamoe,14,0.004358020554994346,0.20704420481722563,0.18457504684583903,0.19710046690560076,0.20423607661410814,0.20704420481722563,17.526800140336096,,,
adamoe,15,0.001928194689261975,0.20731416114234566,0.18499923154023032,0.1968893613499568,0.20348308482512148,0.20731416114234566,17.54129683389953,,,
adamoe,16,0.002207056724964712,0.20693972994696985,0.18572477568436785,0.19726734556830178,0.20332071575732846,0.20674743304303228,17.511619682111217,,,
adamoe,17,0.0019485322754563272,0.20722874334918862,0.18475050954663952,0.19738113719941885,0.20366068391182424,0.20697892599292866,17.533948273379984,,,
adamoe,18,0.0032341573761384967,0.20782240639643834,0.18359147615444643,0.19692309190354276,0.20409669693701643,0.20756632860855606,17.578310614730274,,,
adamoe,19,0.002247816415920506,0.20747919867265308,0.18438041311775946,0.1972580631481902,0.20386586949968033,0.20701645556171738,17.55019798728332,,,
adamoe,20,0.001081927256049664,0.20757399634183735,0.18430126896907412,0.19770422910703062,0.20356694901597783,0.20685355656608026,17.552772171837375,,,
adamoe,21,0.0009381245242707781,0.20797637591879004,0.1839366707093517,0.19775634191311636,0.20346248501356484,0.20686812644517721,17.57617941690354,,,
adamoe,22,0.0008521837440401414,0.20792027103594246,0.18413409342076978,0.19738635492394385,0.20367959295151916,0.20687968766782489,17.57358219835933,,,
adamoe,23,0.0022275528768261887,0.20843952971050034,0.1830203169823565,0.19740158051328374,0.20386303173908096,0.20727554105477822,17.61049563809269,,,
adamoe,24,0.0024460743091304638,0.20844675228674503,0.18423613156067709,0.1968619033412885,0.2037068095283893,0.20674840328289995,17.60205229144857,,,
adamoe,25,0.0027233202293644454,0.20891905345719422,0.18287447144599506,0.19732438957414875,0.2038927707959848,0.20698931472667742,17.63509064934547,,,
adamoe,26,0.0005212411758356295,0.20891950105696355,0.182670557014792,0.19757702553168463,0.2039003078265973,0.20693260856996254,17.634930371793313,,,
adamoe,27,0.003285681271660318,0.20833563952929057,0.184313397650622,0.19689415208191807,0.20377299427440843,0.2066838164637606,17.595118616067317,,,
adamoe,28,0.002296006343155299,0.20821149440791561,0.18546140082219978,0.19632456652455793,0.2035082005585044,0.2064943376868222,17.58260289639585,,,
adamoe,29,0.001991546482364409,0.20884251268910609,0.18446562758101803,0.19635911695747518,0.2036558715715019,0.20667687120089967,17.623161037612917,,,
adamoe,30,0.003218640498739739,0.20918568056491782,0.1828563073316478,0.19716750514755282,0.2039511747363289,0.20683933221955278,17.648908530897415,,,
adamoe,31,0.005038437451383687,0.20847166631792752,0.18537552605733937,0.19631890839905833,0.20338865440968656,0.2064452448159878,17.5965862386218,,,
adamoe,32,0.0021289937987225838,0.2091630042643579,0.18431102915797826,0.1965610165609511,0.2034400304042457,0.206524919612467,17.639203422106565,,,
adamoe,33,0.00031750015824114075,0.20909516041314385,0.18425814784332933,0.19662846623584074,0.20340200549098816,0.206616220016698,17.636294290010174,,,
adamoe,34,0.004093813813295877,0.20970588078301639,0.18221124093668128,0.19754721301114386,0.20350686380577046,0.20702880146338787,17.68015699407892,,,
